,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
157585,110087.0,1.934946456,0.650677737,-0.286957049,3.987828091,0.316051835,-0.099449376,-0.021483158,-0.172327299,0.508730035,1.072955206,-0.427567391,-2.777649224,1.637140149,1.571080121,-1.445366818,0.908649625,-0.122016068,-0.104109917,-1.684021634,-0.344452124,-0.173601631,-0.190973582,0.219975571,-0.216596551,-0.136691886,-0.12995365,-0.050076835,-0.051081896,1.0,1
56787,47594.0,1.028978271,-0.939676598,0.498800583,-0.091689198,-0.680936111,1.048358981,-0.88835243,0.517150322,1.35254611,-0.301892596,-0.2998595,-0.228561684,-2.161899937,0.068678992,-0.408275131,0.241094112,-0.119934872,0.082148479,0.822254686,-0.019073753,-0.201639292,-0.632335854,-0.100889042,-1.131681698,0.078990615,1.025157356,-0.054507666,-4e-05,100.0,0
43160,41397.0,-14.97034565,8.40142101,-16.86723849,8.252334306,-13.56513049,-2.782437559,-14.26373535,9.643419146,-7.701498684,-14.22669806,5.610998797,-11.79397883,1.59838653,-11.60697038,-0.044180444,-9.286954737,-19.89972642,-7.518050849,1.243517499,-1.614660056,2.714044802,-0.101355311,-0.439665974,0.519513861,0.789327982,0.064357427,-1.621385686,-1.104819209,273.01,1
283493,171635.0,-1.301327209,1.026594307,-0.763486762,-1.406191271,1.6167259,4.020465091,-1.098911553,2.060466283,0.328330501,-0.769564214,-0.665221638,0.373004903,-0.063499092,0.487276886,0.716543412,-0.009634424,-0.14400595,0.359001902,-0.017220941,0.04395778,0.280716261,0.811559623,-0.111593622,0.725738872,-0.077048805,-0.123615043,0.325481377,0.155159508,7.79,0
248296,153875.0,-0.613695895,3.698772414,-5.534941162,5.620486385,1.64926285,-2.335144981,-0.907188473,0.706362095,-3.747646125,-4.230983836,4.436319074,-4.503801216,-0.954361346,-9.861372108,-0.505329037,0.269281953,0.591319064,1.79599192,-1.08520791,0.354772933,0.319260754,-0.471378905,-0.075890411,-0.667909265,-0.642848416,0.070600107,0.488409528,0.292344974,0.0,1
173103,121357.0,-2.332011651,0.938843028,-0.509173917,-4.338090542,-0.248835052,-1.652152229,1.238235272,-0.748394683,2.132888418,2.134369143,-0.906158148,-0.039437244,0.102375397,-1.18870553,-0.290302111,-2.367990261,-0.74656066,1.149579414,-1.57199579,0.387434841,-0.507451283,0.714265188,-0.376918054,0.000323175,0.446868759,-0.226487814,0.552587077,-0.192181351,42.48,0
126564,78031.0,-0.437194526,1.107430407,1.713748963,0.038443423,-0.176148643,-1.059399919,0.777465492,-0.131983925,-0.53436215,-0.337884317,0.022554902,0.460929109,0.733711117,0.010728003,0.740827293,0.068229144,-0.318079776,-0.551141865,-0.115248776,0.140414474,-0.196355317,-0.472225738,0.015547055,0.712866573,-0.210940121,0.04832509,0.269806475,0.12606808,5.85,0
175491,122361.0,1.492033485,-1.620377666,-2.907941761,-0.311045047,0.053895024,-0.904964298,0.884040364,-0.510273473,-1.399361868,1.037054821,0.666037834,0.20316243,-0.503298786,1.065508931,-0.897497677,-2.06186286,0.025735915,1.168042382,-0.563584204,0.117656917,0.169372894,0.196069796,-0.37963234,0.782738417,0.319684072,0.931366259,-0.201086612,-0.03157005,381.76,0
203700,134928.0,1.204934242,3.238069511,-6.010324404,5.720846677,1.548399778,-2.321063516,-0.781880413,0.076619238,-2.976249051,-4.070256863,3.394152086,-4.547742185,-0.063634196,-10.51646521,0.053267384,0.204079529,0.462929331,0.841169059,-2.221383853,0.338160709,0.09834147,-0.84586592,-0.031227769,0.42114641,0.388361412,0.056034744,0.491827823,0.340846686,0.0,1
271924,164812.0,-0.337913905,0.027631429,-0.254121783,-0.646067399,0.605538735,-0.501521042,1.307844439,-0.15858422,-0.225231781,-0.627269294,0.362025243,0.666714617,0.104424769,0.467490029,-0.722413281,-0.060869774,-0.929825341,0.729917812,-0.137201568,0.197578803,0.629764278,1.632513832,0.160953817,-0.356765883,-0.641845087,-0.232547688,0.195476535,0.257898063,158.0,0
61459,49847.0,-0.851513778,0.764469434,-1.684552914,0.944715245,0.535106237,4.857355013,2.23070353,0.88442579,-1.73339098,-0.076462683,-0.577115358,-0.548967246,0.026709505,0.688788002,0.249863703,1.033663459,-0.968879737,0.265211757,-0.529768251,-0.034729493,0.031101611,-0.200355586,0.335081235,0.990945596,0.064218677,-0.088592982,-0.027486779,-0.159004332,524.73,0
191267,129186.0,0.290155158,0.049243132,-0.740523666,2.86546277,1.395293916,-0.535163279,0.14254337,-0.222769707,-1.463690652,1.713537553,-1.127573492,-0.708657346,0.272186077,0.274710292,0.235191952,-0.463552709,0.472995391,-0.447899156,1.790924147,0.247579535,0.337348848,1.018190578,0.303550011,0.83388612,-1.222306097,2.745260672,-0.2204016,0.16823274,7.18,1
151807,96291.0,-3.55217282,5.426460546,-3.73181032,6.679061807,-2.187543379,2.433940238,-8.748110359,-12.1082841,-2.856358514,-5.665861799,2.540835532,-6.147053583,1.796890642,-4.328988995,-0.150037375,-1.839004665,-3.354638141,-0.282307261,0.148592394,3.792666727,-5.688990272,2.510979556,0.953932862,-0.542506228,-0.620152016,0.406012867,0.023025163,0.164740606,33.59,1
107334,70390.0,-1.062311617,-0.167439208,0.972573979,0.457995471,0.465494663,-0.527500606,1.116440858,-0.045076895,-0.512987646,-0.658723387,-0.44745512,0.185482151,0.299332208,0.215874393,0.450647918,0.002931917,-0.500818968,-0.357383848,-1.434904844,0.370676073,0.417235316,0.742461338,0.47549035,0.048532104,-0.386725309,-0.532037295,0.112505633,0.214539811,200.64,0
231157,146635.0,0.209127047,-3.773781239,-3.476188272,0.357939142,-0.968433981,-1.145774303,1.749114273,-0.726603237,-1.324000509,0.766772193,0.583256945,-0.214389982,-1.368550608,1.421677986,-0.759240776,-1.975357974,0.145145509,1.363819718,-0.800742209,1.360547101,0.565742266,-0.160405562,-0.975275028,0.104985883,0.019930455,0.895152156,-0.326238003,0.074196742,1038.0,0
187118,127391.0,-6.381529885,-2.459274622,-5.13249501,-1.227212628,-3.330442009,1.536565191,1.313562686,1.832048927,-1.892504143,-0.929144275,0.104123801,0.599111572,0.392849207,1.947968351,-0.499932446,1.670315786,1.159549766,-2.013185773,-0.683126679,-1.637161007,0.352217172,1.009254444,-1.412391092,-1.373777192,-0.689047793,-0.236953141,-0.40674739,-0.876330866,521.18,0
249828,154599.0,0.667713641,3.041502376,-5.845111956,5.967587038,0.213863333,-1.462922811,-2.688760584,0.677763512,-3.447595896,-4.707570806,4.905819865,-5.208373972,0.53249838,-10.5440114,-1.307418701,-2.133593488,-5.133081491,-1.062150781,-0.819371096,0.558424598,0.329760146,-0.941383472,-0.006074662,-0.958925352,0.239297865,-0.067355679,0.821047586,0.426175252,6.74,1
88682,62243.0,-1.562846677,0.047591456,0.390925403,1.30029722,0.947515103,-0.382035339,0.005062688,0.609802164,-1.126587134,0.027398314,1.000841759,0.817562733,0.199727291,0.987206063,0.586468011,-0.406610757,0.062122125,0.210960433,0.749610355,0.514820895,0.294900333,0.397618881,0.016072401,-0.289177933,-0.257008903,-0.269843647,0.308463778,-0.027617183,64.0,0
139133,83033.0,1.302377965,-0.606529308,-0.681986193,-1.904603396,1.326623107,3.436312447,-1.145126827,0.959147262,1.671301564,-1.02294603,-0.191422973,0.631027341,0.03190727,-0.031425381,1.446626976,-0.121820379,-0.651405237,0.617970477,0.927600045,0.005756655,-0.064208281,-0.080587077,-0.072991079,1.01813597,0.663574772,-0.671322844,0.096800945,0.028696878,1.0,0
55796,47129.0,1.435020365,-1.07371848,0.515796926,-1.437028085,-1.476240944,-0.377389342,-1.154545805,0.071767768,-1.99286324,1.594465291,1.480064956,-0.490057574,-0.496265689,0.097578435,0.195524638,-0.518603864,0.659514164,0.040207106,-0.382118233,-0.428401947,-0.136589755,-0.023432789,0.094681906,0.177254428,0.231392448,-0.202793379,0.038995413,0.006107138,5.0,0
217831,141056.0,1.778628464,-2.573040986,-0.196409588,-1.210231873,-2.208590254,0.519838078,-1.841105218,0.347492969,-0.19143507,1.439738302,-0.11505165,-0.770979637,-1.607064394,-0.63522985,-1.734939377,-0.395752508,0.680333,0.598159294,0.403047665,-0.126246026,-0.202578698,-0.472021649,0.23755795,0.694946072,-0.634410298,-0.370351537,0.014593496,-0.004633042,218.0,0
8115,11026.0,1.160733622,-0.067238136,0.874930245,0.15692149,-0.552060089,-0.035294994,-0.587894367,0.05797216,1.409476902,-0.407698887,2.632285636,-1.368762276,2.107713312,1.61602411,0.084703358,0.371508849,0.297526198,0.150137567,-0.47453667,-0.074851754,0.017626105,0.330791291,-0.003865012,0.046383494,0.118323364,1.042249577,-0.073963343,-0.00690232,15.95,0
56703,47545.0,1.176715759,0.557090903,-0.490799623,0.756424293,0.249191559,-0.781870547,0.228750322,-0.040840079,-0.432110564,-0.585778431,2.281939376,0.654566719,-0.310379432,-1.043705225,0.513750399,0.399177755,1.143130078,0.256013886,-0.511210088,-0.102771805,-0.062166,-0.12816813,-0.04017599,0.110040347,0.437891432,0.368808854,-0.018287348,0.031173403,0.76,1
243699,152036.0,-4.320609215,3.199938707,-5.799736054,6.502330236,0.378479253,-1.948246371,-2.167859505,-0.728206712,-1.977238317,-3.473410704,4.569193752,-9.321152631,-1.592517651,-14.26683628,0.467776602,-4.066208555,-6.626968177,-1.437158419,-0.215409738,-0.263686068,0.476660425,0.434278328,-0.136939918,-0.620071695,0.642530576,0.280717348,-2.649106749,0.53364094,1.0,1
250742,155046.0,2.089507522,-1.56361862,-0.360646536,-1.179162329,-2.042024212,-1.463864214,-1.049627856,-0.325140244,-1.161925653,1.529016984,-0.21734495,-0.469625492,0.287844025,-0.427758111,-0.183953199,-0.755130605,0.799320546,-0.329393606,-0.545989559,-0.331955437,-0.058419196,0.207130262,0.30495714,0.914616846,-0.397269906,-0.242566433,0.009559106,-0.025484517,83.65,0
72628,54786.0,1.238016043,0.294781612,0.189409855,0.500101638,-0.156350823,-0.561661705,-0.026849383,-0.033330498,-0.198842466,-0.111842744,1.332411621,0.795036426,0.160602132,-0.103227799,0.421569414,0.772377329,-0.373229605,0.307804434,0.215369826,-0.06309166,-0.258410944,-0.780607944,0.077481414,-0.038011313,0.228809244,0.097525224,-0.027419412,0.017095316,0.99,0
63281,50643.0,1.238512362,0.325048391,0.198116989,0.496003478,-0.119360048,-0.551862564,0.001063757,-0.056789312,-0.261422672,-0.123937508,1.402906583,1.014883818,0.573964539,-0.185518232,0.376201935,0.752973313,-0.396854932,0.257067158,0.212610792,-0.036809822,-0.253718666,-0.746700269,0.07260777,-0.026698452,0.242832906,0.096150622,-0.02469815,0.017965712,0.89,0
58031,48198.0,-0.429392678,1.229932042,0.064650035,-0.073652893,0.244800285,-0.575821589,0.77043625,0.092661814,-0.802116434,-0.53269748,-1.127469631,0.578370587,1.646147008,0.237751082,0.391908116,0.230193971,-0.543867252,-0.195285224,0.266630767,-0.099357034,0.058443441,0.094763521,-0.087722049,-0.390649841,-0.042742464,0.297798797,-0.229191149,-0.056791851,42.81,0
95352,65269.0,1.037014946,-0.536726168,1.189072219,0.160804188,-1.054318274,0.309241581,-0.745242691,0.288793001,0.85353874,-0.358949942,1.388748239,1.666374403,0.304973781,-0.401712709,-0.813236774,-0.293128459,0.221622995,-0.709263298,0.304195454,0.002411061,-0.112449028,-0.129381964,0.082769649,0.312947386,0.007448077,0.936706635,-0.024919782,0.010450643,46.9,0
89569,62630.0,0.926968386,-0.942510758,0.970215947,0.793767077,-1.483616781,-0.189786559,-0.620054531,0.040556599,-0.469200518,0.58838872,-0.262576489,0.174882205,-0.015903157,-0.129333798,0.564933518,-1.868745235,0.425347843,0.85429047,-1.719212327,-0.301769,-0.092230196,0.060997355,-0.085823655,0.600498276,0.319760915,-0.241239301,0.065661706,0.061806052,158.0,0
170816,120367.0,-0.899898582,-0.219613041,0.620287695,-2.590101024,0.395706543,0.04842186,1.011474828,-0.040337559,-1.897907962,-0.265018742,0.511908411,-0.499072878,0.250772094,-0.00096889,-0.815088681,1.401554942,-0.48531595,-0.536904514,0.22421297,0.460281,0.564599969,1.143189271,-0.314528016,0.265542993,1.1727049,0.089501989,-0.087625979,0.035438971,155.85,0
211714,138532.0,-0.739187842,-5.771085238,-2.580988563,-0.072376236,-1.389261323,2.241139278,0.620129462,0.219589254,-0.156345854,0.022158997,0.75478879,0.159481697,-0.231876218,0.147151836,-0.063632785,0.685434847,0.758497971,-2.081907716,-0.049469375,2.812422125,0.735310907,-1.06920784,-0.814136432,-0.923652266,-1.162873909,-0.642890672,-0.226892272,0.185702374,1451.3,0
21626,31772.0,1.196664433,0.619714655,-0.265242219,1.262206134,0.213662273,-0.727917242,0.218688706,-0.105331349,-0.083982677,-0.609629102,0.261299916,0.026035437,-0.059069989,-1.022541112,1.311755848,0.212005546,0.952063531,0.01802336,-0.941305058,-0.137884876,-0.024442311,0.035040863,-0.089589494,-0.034730864,0.618281811,-0.297840301,0.048322993,0.047825208,1.0,0
141258,84204.0,-0.937843305,3.46288949,-6.445103954,4.932198666,-2.23398307,-2.291561121,-5.695593929,1.338824634,-4.322376553,-8.099119398,7.182967009,-9.445943382,-0.314619968,-12.99146558,-0.136358932,-6.367524375,-12.73439389,-3.845129659,1.00766726,1.129532281,1.066550249,-0.521657289,-0.319917293,-0.405859088,0.90680216,1.16578389,1.374495332,0.729889342,0.0,1
231829,146943.0,2.004812865,-0.121369301,-1.425832593,0.673994048,-0.255487166,-1.170078301,-0.177139651,-0.138697068,1.286141149,-0.528070983,-0.852521298,-0.87030446,-1.982750735,-0.707831072,0.733635461,0.160164425,0.720033407,0.806072669,-0.461159905,-0.328187775,0.270319423,0.96698074,-0.056116458,-0.108593905,0.211744092,0.029706334,0.010075148,-0.030898509,9.54,0
234527,148010.0,-0.020297024,-0.138270249,1.072447489,-1.68671746,-0.63656184,-0.003305742,-0.314042247,0.142359575,-0.761816783,0.398306681,0.332951227,-0.832430492,-0.908277349,-0.228029907,-0.434215872,1.245852113,-0.025366641,-0.325495551,1.141431217,0.02039381,0.405396726,1.087184775,-0.250618962,-0.38317843,-0.128362754,-0.017886868,-0.072047927,0.00383491,22.0,0
15506,26899.0,-21.88543391,12.93050512,-24.09887185,6.203314192,-16.46609912,-4.459842126,-16.51983598,14.53556472,-3.897021888,-8.650758329,5.375433907,-7.567213541,0.461807829,-7.827891399,-0.022814853,-6.578041503,-13.00245946,-4.884467239,1.104354735,1.611998219,1.762231769,-1.579055101,-0.951042745,0.134565292,1.507110398,-0.222670857,1.527655278,0.453698639,99.99,1
71696,54409.0,-1.549031639,1.085595558,1.642401945,-2.091237027,-0.43542721,-0.545391714,0.276756529,0.064647497,-0.750241902,1.077991639,0.066109205,-0.339886424,0.825337024,-0.792531714,0.439731002,0.926990373,0.17789927,-2.11571384,-0.3571047,0.643399946,-0.213944205,-0.220117174,-0.152683828,0.057142242,0.384946156,-0.560682027,0.153202838,-0.193567434,4.13,0
131082,79495.0,-0.782037932,0.438768295,2.705559601,-1.820669513,-0.822148462,-1.066707708,0.44176898,-0.100207487,1.496269019,-1.43983636,-0.216896761,0.065502579,-1.125912747,-0.347693089,0.765718152,-0.493667479,-0.233557139,0.168137764,-0.181834064,0.020362382,-0.038074744,0.289730178,-0.326048554,0.906491202,0.446749472,-0.815792613,0.185890268,-0.081482084,1.0,0
160509,113425.0,-0.572806468,-1.652408859,0.169124313,-1.737249938,-1.741141954,0.36910653,1.212484464,-0.20867172,-2.493124103,0.708056216,-0.946741016,-1.3409945,0.45394614,-0.241484793,0.464757555,-0.723381357,0.707516958,-0.065234981,0.85772191,0.810804398,-0.234653316,-1.1602,1.407023603,0.522629592,-0.962039741,-0.631404057,0.059717464,0.245100051,463.34,0
246757,153316.0,-1.626991077,0.558228772,0.236254742,-2.642579208,-0.069435816,-0.192081963,-0.076009546,0.831930578,0.31255972,-2.012631134,-1.700495119,0.673866894,1.30863419,0.111399449,0.093980169,1.035819075,-0.967699828,0.221302976,-0.985238878,-0.261257738,0.309493056,0.546796351,-0.310885737,0.122009898,0.141114944,0.528650953,-0.307062692,-0.090883236,58.0,0
72106,54566.0,0.687922759,-0.467421157,-0.000886339,1.341383638,-0.44741856,-0.835501112,0.683376738,-0.37704818,-0.234750705,-0.154906271,-0.181981893,0.844567473,1.259747406,0.213547749,0.82295406,0.029855317,-0.486394957,-0.241554623,-0.471303612,0.521004194,0.216237423,0.073766965,-0.367654621,0.445911671,0.622600039,-0.363262397,-0.032843075,0.073195397,292.81,0
144108,85867.0,-3.586963862,2.609127038,-5.568577208,3.631946953,-4.543589711,-0.157899075,-4.089127668,2.417305144,-3.239900975,-5.822449156,3.369186052,-5.691925786,0.287371391,-5.413786691,-0.555549925,-5.863661713,-11.14324102,-3.480939553,2.794333404,-0.178533964,1.024422834,0.428756482,0.182032121,-0.534597883,0.168933495,-0.149843614,0.685517241,-0.299728379,310.42,1
88995,62378.0,-6.298887475,-6.604528187,2.177656668,0.067917622,4.272490027,-2.159515847,-4.173753485,-0.723026262,0.639437561,1.212936045,1.325835511,0.30325403,-0.716438613,-0.996104859,-0.712819095,0.798564968,0.698152808,-2.116861268,0.428338908,-2.740279022,-0.017221814,-0.018303772,-1.981520761,0.018520038,-0.033025731,-0.224697413,0.88812048,0.117340806,210.25,0
164640,116881.0,2.107526435,-0.653524465,-1.147812576,-0.73976358,-0.580447236,-0.505748272,-0.934470209,-0.038478855,-0.322750435,0.214897921,1.285490236,0.36363042,1.122322915,-2.118799893,-0.406651447,1.850310238,1.0071835,-0.060461115,0.534938997,0.110883436,0.287414757,0.941989797,0.044950604,-0.466663607,-0.118798107,-0.085334104,0.034139186,-0.022999899,19.99,0
264505,161462.0,-1.506992118,1.85106658,-1.003265117,0.728763055,1.696302227,1.418373103,0.466271418,1.218846005,-1.607435554,-1.346183514,1.056248632,0.442565672,-0.55122347,-0.11096855,0.138344416,-1.018090128,2.206087687,-0.292727573,0.06937186,-0.234245692,0.177953786,0.363007803,-0.489286568,-0.840740304,0.958539858,-0.126474046,-0.274314986,-0.086949464,20.41,0
194945,130834.0,-0.610266982,1.42072177,0.070686495,0.931019736,1.573799714,-0.234696085,1.368531554,-0.024776021,-1.318325741,-0.860431355,1.051863912,-0.123995745,-0.981768813,-0.709150046,-0.568696594,-0.495735775,1.220518132,0.888758501,0.989873444,0.093289391,0.030936132,0.110107257,-0.562388717,0.582356728,1.084858657,-0.23645892,0.043775243,0.080894839,18.27,0
86155,61108.0,-2.756007119,0.683821377,-1.390168883,1.501887261,-1.165614356,-0.131206949,-1.478740616,-0.246921578,-0.100522732,-2.301109897,1.914454045,-3.830998011,0.719488567,-6.353019858,1.438716192,-3.297239075,-4.862971499,-2.002353999,1.54523327,-0.10694464,0.320473876,0.611026686,0.174863684,-0.502151101,-0.174712784,1.179242083,-1.166315328,0.821214803,101.5,1
229129,145805.0,-0.847820285,0.52890489,0.91312439,-0.967011767,1.338943955,-0.228170538,0.823328212,0.067498978,-0.677667365,-0.7044631,-0.21517977,-0.019719894,-0.612640935,0.454383803,-0.735074904,0.342867047,-0.846621183,0.2171733,0.897209299,0.044927844,-0.27721559,-0.978196193,-0.364937141,-1.050954243,0.590679079,0.378907944,-0.067084195,0.027380423,8.99,0
2245,1782.0,-0.069471274,-2.949789053,-0.165970869,-0.03846317,-2.025649805,-0.71145043,0.299344653,-0.323667818,-0.684155545,0.271078853,-0.294022358,-0.837746465,-0.231925246,0.063985699,1.068007391,1.444998191,0.225071071,-1.197708639,0.285822167,1.582600857,0.444092851,-0.58521945,-0.562548778,0.387310993,-0.055856136,-0.489741173,-0.129678766,0.155285406,768.84,0
43624,41582.0,-1.048005289,1.300218777,-0.180400576,2.589842643,-1.164793552,0.031823406,-2.175778099,0.699071738,-1.140208278,-3.226787107,3.49080495,-2.45433921,0.177189485,-5.160608097,-0.686114234,-3.996144713,-4.695562722,-1.819160964,1.461080319,0.644993308,0.549014458,0.624321411,-0.13666272,0.131737919,0.030921372,-0.176701082,0.504897672,0.069882453,39.45,1
180443,124542.0,-1.808181167,-1.72131629,0.666262345,-1.171608803,-1.314676493,2.631166748,1.502803545,0.270889242,-1.184191402,-0.208966268,0.757753909,-0.785526235,-0.924739045,-0.165358636,0.301423884,0.221486413,1.108680566,-1.980910485,1.515014118,0.211576182,-0.154449463,-0.309816359,0.724312631,-1.674765081,0.17993622,-0.138498345,0.202733801,-0.036000138,561.09,0
78103,57372.0,-0.736367126,1.105805197,1.534019724,-0.202552513,0.001702715,-0.24550812,0.494997877,0.235346718,-0.434046984,0.130351886,1.671170547,0.631100926,-0.428162261,0.372067874,0.434357976,0.03673981,-0.282148125,-0.349707154,-0.159264327,0.173837878,-0.169952758,-0.377258724,0.038955885,0.192116793,-0.282507017,0.076753603,0.382854444,0.168430694,1.78,0
30473,35942.0,-4.194073676,4.382897362,-5.118363373,4.45522984,-4.812620682,-1.224644707,-7.281327867,3.332249795,-3.679658513,-7.524368337,2.954344366,-7.099825343,1.520368908,-7.687802767,-0.225002021,-8.520850166,-13.27729974,-5.25370462,3.623331814,0.579098498,1.550472966,0.614572855,0.028520792,0.013704324,-0.149512013,-0.131686656,0.473934222,0.473757482,14.46,1
2328,1869.0,-1.288350487,0.6663717,2.315325917,-1.488583297,0.480835251,-0.702807039,1.446612559,-0.535990874,0.300974255,0.268739689,1.305120634,-0.051735642,-1.160956857,-0.388333914,-0.560851037,0.874852417,-1.532160995,-0.100021829,-1.307652733,0.20026982,-0.455373778,-0.891579394,-0.220590583,0.26526023,0.219596402,-0.158335139,-0.346203592,-0.438032651,42.13,0
116501,74303.0,1.067781177,-0.584696182,1.175227912,0.158596621,-1.15584206,0.279014882,-0.861479825,0.37317967,1.063977114,-0.311012867,1.152184553,0.931594671,-1.075539747,-0.131469539,-0.663175246,-0.229802909,0.299048531,-0.54249083,0.319340351,-0.118499896,-0.138356979,-0.234901698,0.11421927,0.287097561,-0.032700876,0.942496817,-0.030941507,0.004770664,30.59,0
111690,72327.0,-4.19873461,0.194120637,-3.917585678,3.920747846,-1.875485747,-2.118932927,-3.61444511,1.687884465,-2.189871136,-4.684233325,4.376906664,-5.007440828,-1.304745078,-6.192475264,1.002404267,-3.316934301,-6.188834152,-1.040412649,1.233044349,1.003350431,0.801312236,-0.183000576,-0.440386862,0.292539412,-0.144967422,-0.251743982,1.249413674,-0.131524644,238.9,1
116977,74495.0,0.736860529,-0.814521716,0.599928486,1.342212689,-0.624526599,0.753696219,-0.381009635,0.226445605,0.817481442,-0.215407718,-1.32064175,-0.110726977,-0.227682572,-0.134025753,0.977278961,0.288732479,-0.412358524,0.132261054,-0.598378522,0.298761482,0.230192708,0.33125559,-0.359979814,-0.751985013,0.443643847,-0.183391725,0.036536192,0.063034703,236.0,0
6338,7551.0,0.316459,3.809075947,-5.615159011,6.047445102,1.554025957,-2.651353112,-0.746579273,0.055586311,-2.678678542,-4.959492912,6.439053352,-7.520117393,0.386351667,-9.252307247,-1.365188415,-0.502362191,0.784426598,1.494304607,-1.808012159,0.388307428,0.208828369,-0.511746619,-0.583813221,-0.219845029,1.474752584,0.491191926,0.518868285,0.402528068,1.0,1
87734,61814.0,-0.27692837,1.134879676,0.948595141,-0.139012737,0.45518334,-0.494857265,0.713330733,-0.033971239,-0.375343168,-0.517672921,-0.9197331,-0.224803566,0.512023791,-0.52920503,0.927772666,0.615640121,-0.310803715,0.10435556,0.223610741,0.154106203,-0.316895994,-0.823078273,-0.123958594,-0.499932792,-0.040711963,0.123113755,0.246564236,0.090155323,2.69,0
222627,143059.0,2.296209192,-1.308787556,-0.912743121,-1.477645725,-1.309369239,-0.979801591,-0.993617351,-0.286942376,-1.236793102,1.572929184,-1.005635007,-0.765039035,0.434824696,-0.392323725,-0.175046004,-0.672746643,0.555884727,-0.227055331,-0.178894281,-0.449849306,-0.167090689,0.060071181,0.227399262,-0.099623141,-0.172737235,-0.153497771,0.012236227,-0.05251331,15.0,0
229915,146109.0,-1.033215905,-0.40184131,0.76110016,-2.507081951,1.661420849,-1.239618869,0.749673364,-0.139137926,0.347915009,-1.134033248,0.565049685,0.224732855,-1.518850748,0.334830892,-1.44597932,0.027083052,-0.82218137,-0.216528848,-0.239421835,0.002797828,-0.151059165,-0.592857531,-0.070169734,0.755715492,0.066399676,0.190753459,-0.220005233,-0.11799758,5.0,0
15810,27252.0,-25.94243445,14.60199804,-27.36865029,6.378394608,-19.1040334,-4.684806204,-18.26139293,17.05256631,-3.74260501,-8.23372137,4.664836254,-6.52566786,0.923758589,-6.325974612,-0.070223703,-5.838360219,-12.06169571,-4.773348514,0.852969608,1.66730429,1.784315984,-1.917759213,-1.235787439,0.161104732,1.820378041,-0.219359059,1.388785762,0.40680965,99.99,1
246985,153415.0,2.209284501,-0.582301517,-1.295645435,-0.906541632,-0.42469943,-1.198069748,-0.259636669,-0.439273373,-0.773388469,0.832536928,-0.087329916,0.172952415,1.501400824,-0.230900828,0.195832807,0.738904718,0.180017351,-1.551131273,0.288582535,0.072674093,0.46700824,1.393594707,0.050440477,1.243649659,0.219488023,0.005231458,-0.034916253,-0.051769887,15.0,0
78126,57382.0,-1.004221827,0.229977516,1.255911642,-0.445705084,1.084467502,-0.438414211,0.646683565,0.021596351,-1.261713476,-0.458459301,1.581673293,1.139685658,1.02732216,0.439062174,0.540765615,-0.450001326,0.011492793,-0.683266223,1.282530741,0.428629906,-0.179252712,-0.787158546,0.055963406,-0.241736679,0.053705906,0.897121809,-0.069624467,0.053921503,49.95,0
156988,109297.0,0.745153217,2.809298874,-5.825406357,5.835566426,0.512319881,-0.615622343,-2.916575644,0.776710042,-1.87883185,-4.546935751,4.698795496,-8.507785707,0.718249309,-7.628710147,-2.249578483,-2.558668617,-5.304623663,-0.956938449,-0.585321852,0.402836754,0.28484071,-0.874383479,-0.083995045,-0.651441658,0.454593824,0.050375898,0.756952563,0.383868939,0.0,1
187046,127362.0,-0.864192493,0.696587848,0.94198666,-1.01881438,-0.160712156,-0.324302071,0.035460261,0.365652318,0.941766314,-0.567421455,-1.28945593,-0.630408069,-1.421815591,0.083047001,0.525491484,0.365350149,-0.502856898,0.075236329,-0.11265581,-0.198425165,-0.236968407,-0.593440633,0.165910468,0.655903388,-0.185939326,-0.32678623,-0.267957395,-0.230981821,0.22,0
24680,33328.0,-0.45286394,0.182831752,0.169132535,-3.049968703,2.160390361,3.211686932,-0.024089293,0.638265221,-1.208223984,0.498128907,-0.092451512,-1.100568185,-0.005779901,-0.397906939,0.352893508,1.548666346,-0.628109688,-1.076446478,0.408270932,0.356471551,-0.097990083,-0.368979796,-0.175685737,0.973067136,0.084920429,-0.58775873,0.026346139,-0.062269998,7.95,0
66375,52019.0,1.075430472,-0.179983422,0.110376652,0.67201489,-0.419311378,-0.618685262,0.073818055,-0.044375045,0.250376344,-0.057385803,-0.38367048,-0.611574792,-1.592715081,0.705824594,1.377036635,-0.074362181,0.020491243,-0.563282936,-0.573394274,-0.083813296,0.055570607,-0.026891786,-0.084722831,0.072256939,0.370748083,0.424388477,-0.050650147,0.016188295,83.07,0
284324,172346.0,-0.759996994,0.84593167,2.187669892,-0.713422447,0.199000186,-0.492105944,0.62471076,-0.049154012,-0.101589859,-1.215639062,-0.682105025,0.913975837,1.571771998,-0.462840052,0.190741414,0.073566973,-0.642094908,-0.241073731,-0.101625804,0.032232183,-0.156583903,-0.36729312,-0.288801814,0.050503304,0.428345491,-0.507958854,0.069784236,0.074492898,0.12,0
